roll,pitch,yaw,ax,ay,az,lat,lon,alt,h1,h2,h3,h4,delta_h1,delta_h2,delta_h3,delta_h4
-45.1655572149495,-45.48930535198855,82.79939195638934,-1.892076977032727,0.6710384592725764,-11.082164056063032,48.84452086227313,2.3735691702879365,4.777314539951699,0.8619228423914882,0.3235613155630095,0.6314053533098106,0.25571381610013566,0.07659098134809028,-0.16877204976475016,-0.15577769842855674,0.04743013923321454
162.25715030756982,-60.151645356694814,-113.57568158446384,6.420926339509684,2.366470803135522,-13.986752682701592,48.82235717347882,2.3606048191176896,20.034366035309418,0.687944190842838,0.47962483110758825,0.4554857707076544,0.0,0.15527931642374693,0.03255090925301718,0.026827350904968073,-0.11396887283535717
83.51781905210584,-116.58459149897038,-55.20971002684098,4.997037241541687,-0.13169731789135616,-12.887672932028686,48.84380980134887,2.3198322478247366,11.361910585912957,0.49441362846024006,0.45276562279964017,0.5240829373598987,1.0,0.07494844716173782,-0.1598542878144202,-0.15251561236671468,0.09331990083110431
35.51705431093319,38.61600123653565,58.781029268814564,2.192806302304734,-3.631657937206631,-12.415614565357984,48.84737608863064,2.3670103941963556,6.313350012073672,0.6869041286899157,0.2593468136003044,0.5365658378094603,0.35474405016628097,0.06721588595505196,0.11830740491585423,-0.1320045861611342,-0.10130176103652128
-123.83328944072285,-8.415302216893593,-6.4478359711872315,-1.0292277922241946,2.0343470916561177,-12.812089884390396,48.895400768992054,2.3833766867512063,5.567443517351828,0.3644240651749594,0.2994379513505655,0.5656986090836557,0.2178472935205496,0.1702744015080348,-0.0517216239893139,0.11827878093980126,0.1531868400779594
-123.84197267896704,131.6523572366413,85.88557390856175,3.601888982939169,3.757726114328464,-8.434196528242428,48.856862370503606,2.372990904446015,10.975781779771925,0.5003114059099318,0.4317854812340144,0.9246238794246181,0.0,0.18334502887725607,0.189434571617542,0.09324347069288191,0.03602416495658728
-159.0898996194482,-168.44055102645902,166.0348444402295,-3.4003789171513756,0.9521226485059711,-3.4124739599784046,48.896987260534104,2.357485686287767,9.601009766593997,0.5204477771824967,0.33416662648462314,0.8109568227558519,0.3984124793080235,-0.11724708066829166,0.16008966109165745,-0.13839827401704505,-0.07154660585406655
131.82341247897665,51.792453919845485,-138.0431924225289,3.2297259457327776,1.4673730852798044,-11.332970225548774,48.85767126490246,2.371457683874974,9.316034486701772,0.3483107075388561,0.5644746316208081,0.20732336204163,0.610281860854047,-0.06862481097110659,0.006076978484101547,-0.0278449177320646,0.17751219462132023
36.40140422755516,94.66159626416203,75.44437790330193,2.7839206122601317,-3.704404159100353,-10.952824038427806,48.81449980156076,2.397688857313213,3.4488811439643383,0.32211167443763505,0.6118563564927259,0.5973890488401724,0.883320745574999,-0.1952670567591781,-0.05815282541079422,0.030357583386022707,-0.14645858526174405
74.90612800657638,93.41516490779054,-97.07610397243877,-0.4540372039478422,2.1205908994476785,-11.553747642459143,48.838437663822496,2.3010804341020528,9.191085991370413,0.12228520244236402,0.5906731301592785,0.18696183508594966,0.4241524737775368,-0.058023856581915334,0.19584395781909036,-0.06273508082463791,0.18576245826643317
